STOCKNAME,PSMAR5,PSMAR20,PSMAR60,VSMAR5,VSMAR20,VSMAR60
오스테오닉,0.015,0.0,0.033,-0.287,-0.454,-0.803
한송네오텍,0.0,-0.044,-0.13,-0.02,-0.517,-0.743
KODEX 코스피,-0.004,-0.017,0.019,0.534,0.444,-0.125
올릭스,-0.058,-0.108,-0.149,0.27,-0.163,-0.301
KODEX 200 중소형,0.0,-0.01,0.034,-0.025,-0.55,-0.623
디자인,-0.038,-0.096,0.093,0.194,-0.663,-0.724
아우딘퓨쳐스,-0.063,-0.163,-0.515,0.58,0.479,0.149
현대코퍼레이션홀딩스,-0.006,-0.014,0.056,-0.264,-0.883,-0.728
엔투텍,-0.036,-0.153,-0.416,-0.459,-0.42,-0.906
동양파일,-0.006,0.017,0.256,-0.504,-0.868,-0.804
레이,0.004,-0.053,-0.015,0.268,-0.357,-0.476
지노믹트리,-0.007,-0.058,-0.122,-0.253,-0.304,-0.668
레이언스,0.02,0.05,0.067,-0.385,-0.164,-0.121
젠큐릭스,-0.037,0.014,0.142,-0.227,-0.452,-0.514
KODEX 코스닥 150,0.004,-0.027,-0.053,-0.372,-0.448,-0.732
LS전선아시아,0.012,-0.009,-0.031,1.218,1.104,-0.374
에치에프알,-0.004,-0.177,-0.279,-0.33,0.221,0.173
에코마케팅,-0.012,-0.031,-0.057,-0.352,-0.597,-0.71
에이트원,0.031,0.155,0.189,-0.585,0.11,0.46
와이아이케이,0.006,-0.013,0.101,0.044,-0.807,-0.619
KODEX 코스닥150 레버리지,0.01,-0.058,-0.114,0.089,0.221,-0.309
JW생명과학,-0.009,-0.055,-0.038,0.261,-0.212,-0.599
세원,0.039,0.093,0.25,-0.051,-0.114,0.454
에스트래픽,0.03,0.012,0.099,0.074,-0.511,-0.486
세틀뱅크,-0.01,-0.027,-0.022,-0.184,-0.854,-0.714
녹십자웰빙,-0.039,-0.055,-0.097,-0.882,-0.653,-0.721
자이글,0.013,-0.012,-0.051,-0.323,-0.37,-0.741
메드팩토,-0.035,0.023,-0.095,-0.342,-0.178,-0.542
슈프리마,-0.012,-0.071,-0.121,-0.156,-0.485,-0.66
엔비티,0.201,0.109,,1.813,4.839,
KODEX 코스피100,-0.003,-0.014,0.022,0.278,0.081,-0.531
에스티팜,-0.045,-0.119,-0.2,0.155,-0.099,-0.689
피앤씨테크,-0.01,0.004,0.035,-0.134,-0.777,-0.662
플레이디,0.02,-0.021,0.024,-0.287,-0.762,-0.599
클리오,0.019,-0.021,-0.006,-0.341,-0.436,-0.64
앤디포스,-0.025,-0.082,-0.195,0.062,-0.283,-0.749
얼라인드,-0.009,-0.069,-0.176,2.903,6.624,4.018
비피도,0.109,0.12,0.101,0.205,1.5,0.262
힘스,0.002,-0.02,0.027,-0.416,-0.712,-0.562
줌인터넷,-0.031,-0.091,-0.111,-0.635,-0.747,-0.621
에이치엘사이언스,0.001,-0.019,-0.037,-0.532,-0.645,-0.713
피엔에이치테크,-0.007,,,-0.7,,
원익IPS,-0.012,0.002,0.055,-0.236,-0.353,-0.459
DSC인베스트먼트,-0.006,-0.272,-0.296,-0.631,-0.851,-0.875
두산밥캣,-0.007,-0.035,0.025,-0.23,-0.442,-0.435
화승엔터프라이즈,0.025,0.142,0.185,-0.345,-0.279,0.082
유니테크노,-0.005,-0.082,-0.377,-0.208,-0.406,-0.707
코스메카코리아,0.009,-0.004,0.067,-0.277,-0.569,-0.475
메카로,-0.05,-0.099,-0.066,0.33,0.25,-0.49
오션브릿지,0.061,0.103,0.089,0.591,0.811,1.077
피씨엘,0.028,0.045,0.095,-0.388,-0.447,-0.777
에이스토리,0.056,-0.026,0.069,-0.163,-0.046,-0.581
나무기술,-0.017,-0.018,-0.048,-0.197,-0.556,-0.788
휴온스,-0.008,-0.027,-0.078,-0.206,-0.516,-0.662
신흥에스이씨,-0.029,-0.064,-0.086,0.059,0.193,-0.368
올리패스,-0.068,-0.05,0.105,-0.237,-0.409,-0.5
KODEX 바이오,-0.014,-0.047,-0.102,-0.394,-0.514,-0.743
에이플러스에셋,0.013,0.065,0.112,0.264,-0.462,-0.039
EDGC,0.022,0.098,0.042,-0.75,-0.216,-0.057
TS인베스트먼트,-0.004,0.029,0.051,-0.132,-0.259,-0.117
티앤알바이오팹,0.028,0.117,0.12,-0.433,0.084,-0.349
아스타,-0.045,-0.044,-0.023,-0.261,-0.201,-0.183
이노테라피,-0.04,-0.087,-0.158,0.515,-0.32,-0.489
에코프로비엠,-0.013,-0.093,-0.091,0.001,-0.107,-0.48
솔루엠,0.028,-0.07,,0.084,-0.731,
샘표식품,-0.003,-0.026,-0.051,-0.322,-0.74,-0.796
일동제약,-0.018,-0.067,-0.107,-0.889,-0.692,-0.685
보라티알,-0.006,-0.058,-0.129,-0.359,-0.434,-0.942
모비스,0.022,0.002,0.038,-0.396,-0.872,-0.742
넷마블,-0.014,-0.067,-0.051,-0.205,-0.459,-0.579
KODEX 코스닥150선물인버스,-0.006,0.021,0.042,0.104,0.27,0.081
KODEX 선진국MSCI World,-0.01,-0.011,0.023,0.295,1.464,2.159
와이엠티,0.008,-0.063,-0.02,-0.369,-0.507,-0.782
브이원텍,0.062,0.015,0.067,1.707,1.224,0.049
펌텍코리아,0.013,0.023,0.087,-0.405,-0.557,-0.52
세화피앤씨,0.019,-0.04,-0.022,0.154,-0.457,-0.477
KODEX 200선물인버스2X,0.008,0.021,-0.08,-0.051,-0.112,0.103
스튜디오드래곤,-0.003,-0.017,0.005,-0.036,-0.318,-0.64
네오셈,-0.03,-0.093,-0.095,-0.216,-0.483,-0.73
수젠텍,0.009,-0.065,-0.228,-0.4,-0.496,-0.778
자비스,0.008,-0.018,-0.097,-0.571,-0.888,-0.937
SG,0.001,-0.034,-0.002,-0.338,-0.687,-0.812
야스,-0.025,-0.08,-0.057,0.148,-0.224,-0.445
한독크린텍,-0.009,0.023,0.069,-0.335,-0.475,-0.578
포인트엔지니어링,0.007,-0.007,0.034,-0.309,-0.652,-0.756
한국비엔씨,-0.055,0.006,0.325,-0.886,-0.792,-0.765
케이피에스,-0.017,-0.117,-0.221,-0.345,-0.659,-0.799
명성티엔에스,0.0,0.0,-0.002,,,-1.0
이더블유케이,-0.018,0.076,-0.003,-0.388,-0.465,-0.599
소프트캠프,0.018,0.001,-0.102,0.108,-0.149,-0.952
세종메디칼,-0.045,-0.135,-0.206,0.184,0.152,-0.49
엠플러스,-0.009,-0.063,-0.076,-0.193,-0.483,-0.738
알리코제약,0.001,-0.01,-0.057,-0.244,-0.568,-0.785
씨티케이코스메틱스,0.033,0.032,0.069,0.418,1.6,-0.26
KODEX WTI원유선물(H),0.045,0.077,0.21,0.706,0.939,1.357
KODEX 미국달러선물,0.001,0.01,0.021,0.017,0.222,-0.033
KODEX 미국달러선물레버리지,0.004,0.021,0.042,0.138,0.641,0.359
KODEX 미국달러선물인버스2X,-0.003,-0.021,-0.044,-0.173,0.447,-0.262
KODEX 미국달러선물인버스,-0.001,-0.01,-0.021,-0.206,-0.768,-0.825
에이프로,0.004,-0.069,-0.069,0.296,-0.059,-0.656
아이퀘스트,-0.051,,,0.041,,
디케이앤디,-0.012,-0.094,-0.058,0.57,-0.346,-0.685
유틸렉스,0.087,0.043,-0.003,2.487,4.487,1.989
샘코,0.0,0.0,0.0,,,
덕우전자,-0.01,-0.08,0.038,-0.42,-0.808,-0.848
디알젬,-0.017,-0.103,-0.194,0.177,0.225,-0.391
케어랩스,0.027,0.121,0.206,-0.611,-0.113,0.686
디앤씨미디어,-0.015,-0.075,-0.05,0.434,0.138,-0.224
펄어비스,-0.007,-0.115,0.013,-0.364,-0.583,-0.521
유에스티,0.033,0.001,-0.059,-0.425,0.81,0.199
데이타솔루션,-0.02,-0.081,-0.172,0.168,0.159,-0.495
상신전자,-0.039,-0.062,-0.004,-0.354,-0.858,-0.838
지니언스,0.035,0.051,0.079,-0.343,-0.018,-0.549
블러썸엠앤씨,0.0,0.0,0.0,,,
유비쿼스,0.017,-0.046,-0.122,0.723,1.101,0.083
씨앤지하이테크,-0.011,-0.052,-0.01,0.078,-0.097,-0.538
크라운제과,-0.002,-0.052,0.034,-0.026,-0.728,-0.831
크라운제과우,0.025,-0.009,-0.017,0.216,-0.434,-0.72
AP시스템,0.031,0.044,0.149,-0.223,-0.422,-0.15
영화테크,-0.037,-0.135,-0.122,0.198,-0.637,-0.649
엔에프씨,0.034,-0.033,-0.005,-0.621,-0.646,-0.919
KODEX 미디어&엔터테인먼트,-0.012,-0.028,0.042,-0.122,-0.549,-0.605
KODEX IT,-0.013,-0.029,0.018,-0.236,-0.191,-0.4
KODEX 경기소비재,0.017,0.0,0.051,-0.262,0.39,0.565
현대중공업지주,-0.013,0.002,-0.03,-0.148,-0.393,-0.484
현대일렉트릭,0.045,0.062,0.096,0.625,0.772,0.328
현대건설기계,-0.035,-0.02,-0.001,-0.035,-0.241,-0.421
경동도시가스,0.012,0.024,0.013,-0.306,-0.102,-0.511
배럴,0.033,0.099,0.175,-0.295,-0.271,-0.005
아시아나IDT,-0.013,-0.049,-0.142,-0.509,-0.509,-0.898
매일유업,-0.01,-0.029,-0.016,-0.387,-0.324,-0.535
미원에스씨,0.015,0.075,0.093,-0.424,-0.325,-0.344
셀리버리,0.019,-0.078,-0.287,-0.744,-0.368,-0.293
시스웍,-0.01,-0.123,-0.116,-0.362,-0.908,-0.915
지엔원에너지,-0.088,-0.041,0.263,0.881,-0.35,-0.299
뉴트리,-0.011,0.01,0.108,-0.1,-0.505,-0.484
KODEX WTI원유선물인버스(H),-0.042,-0.073,-0.183,0.989,1.61,2.578
KODEX 3대농산물선물(H),-0.001,-0.006,0.048,-0.077,-0.397,-0.483
오리온,-0.01,0.0,0.029,-0.194,-0.419,-0.347
제일약품,-0.025,-0.068,-0.25,-0.246,-0.044,-0.58
케이엔제이,-0.02,-0.045,-0.029,-0.161,-0.482,-0.59
한화시스템,-0.036,-0.032,0.088,-0.191,-0.46,-0.317
이녹스첨단소재,-0.017,-0.051,-0.027,-0.29,-0.628,-0.672
진에어,0.027,0.142,0.339,0.028,-0.14,-0.036
삼양패키징,0.049,0.109,0.121,0.22,1.118,1.817
KODEX 종합채권(AA-이상)액티브,-0.001,-0.004,-0.007,-0.141,-0.649,-0.713
켄코아에어로스페이스,-0.024,0.096,0.44,-0.562,-0.742,-0.553
에스에스알,-0.004,-0.034,-0.028,0.137,-0.35,-0.6
린드먼아시아,-0.015,-0.048,-0.068,-0.306,-0.509,-0.628
인산가,-0.014,-0.014,-0.009,0.175,-0.479,-0.349
레인보우로보틱스,-0.013,,,-0.285,,
티에스아이,-0.027,0.032,0.221,0.22,-0.52,-0.549
천보,-0.016,-0.102,-0.121,-0.104,-0.023,-0.459
KODEX 200TR,-0.006,-0.016,0.022,-0.088,0.106,-0.247
노터스,0.032,0.022,0.041,-0.181,-0.709,-0.904
KODEX 고배당,0.004,0.0,0.021,-0.545,-0.772,-0.937
KODEX 최소변동성,-0.004,-0.023,-0.01,-0.903,-0.773,-0.954
미디어젠,-0.013,-0.066,0.005,0.384,-0.218,-0.478
롯데제과,-0.004,-0.035,0.085,-0.413,-0.779,-0.645
KODEX 골드선물인버스(H),0.019,0.057,0.086,-0.251,0.455,1.064
레이크머티리얼즈,-0.02,0.048,0.207,-0.437,-0.755,-0.779
케이씨텍,0.001,-0.053,-0.095,-0.112,-0.41,-0.605
BGF리테일,0.023,0.015,0.126,-0.128,-0.079,-0.364
동아타이어,-0.003,0.031,0.04,-0.475,-0.433,-0.324
코윈테크,-0.01,-0.088,-0.033,-0.135,-0.572,-0.722
KODEX 200미국채혼합,-0.004,-0.01,0.006,-0.216,-0.264,-0.316
쿠쿠홈시스,-0.01,0.007,0.017,-0.427,-0.252,-0.338
SK케미칼,-0.084,-0.18,-0.189,0.189,0.247,0.222
SK케미칼우,-0.052,-0.147,-0.112,-0.206,-0.352,-0.197
노바텍,-0.01,-0.046,-0.256,-0.435,-0.767,-0.745
나노브릭,0.014,0.013,0.041,0.539,0.026,-0.46
롯데정보통신,-0.006,-0.022,-0.009,0.072,-0.281,-0.457
브릿지바이오테라퓨틱스,-0.017,0.004,0.057,-0.141,-0.233,-0.281
에스퓨얼셀,-0.002,-0.088,-0.098,-0.77,-0.442,-0.443
아이스크림에듀,0.001,-0.015,-0.052,-0.363,-0.433,-0.799
SV인베스트먼트,0.017,-0.018,-0.125,0.98,0.267,-0.611
대유에이피,0.013,-0.041,-0.065,-0.266,-0.597,-0.769
휴네시온,-0.003,-0.018,0.005,-0.518,-0.803,-0.714
대유,-0.016,-0.122,-0.05,-0.093,-0.329,-0.36
코리아센터,-0.009,0.005,0.017,-0.449,-0.795,-0.678
신도기연,-0.028,-0.088,-0.123,0.13,0.083,-0.498
디케이티,-0.004,-0.107,-0.121,-0.023,-0.42,-0.63
엘앤씨바이오,-0.03,-0.051,-0.098,-0.148,-0.328,-0.716
네오펙트,-0.013,-0.051,-0.113,0.027,-0.339,-0.806
대보마그네틱,0.014,0.007,0.042,-0.136,-0.493,-0.775
소룩스,0.025,-0.063,-0.153,-0.119,0.674,-0.596
푸드나무,-0.017,0.023,0.046,-0.457,-0.098,-0.233
액트로,-0.016,-0.064,-0.13,-0.354,-0.551,-0.833
압타머사이언스,-0.023,-0.069,-0.095,-0.349,-0.566,-0.888
KODEX 국채선물3년인버스,0.0,0.001,0.001,-0.856,-0.718,-0.648
하나제약,0.006,-0.03,-0.062,-0.233,-0.25,-0.693
카카오게임즈,-0.033,-0.052,0.032,-0.095,-0.557,-0.473
나우IB,0.018,-0.015,0.068,-0.395,-0.664,-0.864
압타바이오,-0.01,-0.047,0.007,-0.386,-0.36,-0.78
신한알파리츠,0.005,0.024,0.028,0.335,0.139,0.034
이오플로우,-0.057,-0.079,-0.085,0.75,0.371,-0.69
레몬,-0.03,-0.088,-0.209,-0.206,-0.307,-0.53
서남,-0.034,-0.088,-0.103,0.293,-0.272,-0.841
HDC현대산업개발,-0.028,-0.082,-0.063,0.194,-0.31,-0.651
씨에스베어링,-0.034,-0.084,-0.113,0.62,-0.389,-0.553
알로이스,-0.009,0.037,0.365,-0.52,-0.598,-0.439
엘이티,-0.013,-0.089,-0.129,-0.134,-0.042,-0.455
효성화학,0.028,0.012,0.242,-0.302,-0.745,-0.551
효성티앤씨,0.027,0.017,0.459,-0.207,-0.633,-0.528
효성중공업,0.017,-0.041,0.09,-0.315,-0.801,-0.67
효성첨단소재,0.05,0.073,0.513,0.115,0.094,0.27
에스씨엠생명과학,-0.034,-0.12,-0.222,-0.115,-0.577,-0.91
에이비엘바이오,0.009,-0.038,-0.187,-0.103,-0.074,-0.559
더네이쳐홀딩스,0.03,0.143,0.306,-0.352,-0.494,-0.191
에어부산,-0.02,-0.039,-0.024,-0.355,-0.348,-0.523
하나기술,0.203,0.165,0.201,2.739,7.277,1.595
셀리드,0.012,0.001,-0.055,-0.448,-0.38,-0.692
위지윅스튜디오,0.053,0.074,0.257,-0.036,-0.109,-0.339
베스파,0.103,-0.04,0.14,-0.333,-0.157,-0.297
플리토,0.162,0.185,0.138,3.855,17.388,41.624
라온피플,-0.009,0.079,0.222,-0.409,-0.341,0.237
한일시멘트,-0.003,0.018,0.059,-0.392,-0.618,-0.669
KODEX 게임산업,-0.002,-0.051,-0.019,-0.43,-0.567,-0.722
바이브컴퍼니,-0.013,-0.058,-0.082,0.07,-0.118,-0.435
이노메트리,0.016,-0.042,-0.065,0.29,-0.234,-0.726
리메드,0.046,0.031,-0.064,-0.522,-0.502,-0.75
지니틱스,-0.023,-0.005,0.095,-0.732,-0.53,-0.722
솔트룩스,0.025,-0.01,-0.046,-0.206,-0.315,-0.708
피플바이오,-0.066,-0.08,-0.193,-0.78,-0.765,-0.858
KODEX 미국나스닥100선물(H),-0.031,-0.072,-0.046,0.116,-0.174,0.318
마이크로디지탈,0.005,0.107,0.02,-0.353,-0.355,-0.444
KODEX 2차전지산업,0.002,-0.04,0.051,-0.019,-0.428,-0.551
에스제이그룹,0.026,0.073,0.234,-0.243,-0.485,-0.312
세아제강,-0.02,-0.064,-0.076,0.451,-0.007,-0.378
네온테크,0.013,-0.029,0.189,1.18,0.115,0.208
아이엘사이언스,0.001,0.02,0.072,-0.308,-0.543,-0.341
상상인이안1호스팩,0.002,0.006,0.013,-0.747,-0.87,-0.878
컴퍼니케이,0.027,0.021,0.062,0.984,1.488,0.1
현대오토에버,-0.037,-0.057,-0.024,0.122,-0.197,-0.621
까스텔바작,0.011,-0.023,0.089,-0.444,-0.745,-0.934
센트랄모텍,0.008,-0.019,0.063,-0.402,-0.809,-0.838
KODEX 미국채10년선물,-0.005,-0.009,-0.011,0.079,-0.052,-0.017
애니플러스,0.006,-0.04,-0.023,0.755,-0.709,-0.514
네오크레마,-0.012,-0.037,-0.071,0.387,-0.556,-0.687
천랩,-0.003,-0.031,-0.112,-0.141,-0.178,-0.801
에이에프더블류,-0.051,-0.203,-0.329,-0.068,-0.643,-0.528
윌링스,-0.008,-0.037,-0.05,-0.07,-0.445,-0.599
지놈앤컴퍼니,0.002,0.099,,-0.027,0.025,
우리금융지주,-0.007,0.007,-0.009,0.007,0.225,0.035
라닉스,-0.028,-0.12,-0.082,-0.028,-0.376,-0.873
덕산테코피아,-0.012,-0.033,0.002,0.217,-0.188,-0.486
자이에스앤디,0.003,-0.033,-0.098,-0.387,-0.722,-0.777
캐리소프트,0.063,0.238,0.339,0.374,0.371,1.858
퀀타매트릭스,-0.074,-0.177,,0.807,0.715,
슈프리마아이디,0.016,-0.042,-0.063,-0.308,-0.628,-0.811
에스피시스템스,-0.043,-0.079,0.0,0.182,-0.666,-0.634
대모,-0.009,-0.054,-0.034,-0.127,-0.287,-0.651
엔바이오니아,0.012,-0.1,-0.012,0.303,-0.454,-0.8
한국바이오젠,0.002,-0.024,-0.008,-0.073,-0.537,-0.838
팜스빌,0.0,-0.055,-0.073,-0.651,-0.594,-0.438
포인트모바일,-0.039,-0.17,-0.23,-0.573,-0.748,-0.95
비비씨,-0.002,-0.042,-0.035,-0.136,-0.544,-0.8
피에스케이,-0.039,-0.069,-0.085,0.268,-0.02,-0.418
티움바이오,-0.033,-0.066,-0.136,-0.202,-0.229,-0.824
와이더플래닛,-0.034,,,-0.386,,
현대에너지솔루션,-0.022,-0.086,-0.163,0.199,-0.375,-0.612
티라유텍,-0.025,-0.099,-0.005,0.087,-0.518,-0.653
오로스테크놀로지,0.069,,,-0.172,,
제이엘케이,0.002,0.013,-0.009,-0.458,-0.366,-0.406
이베스트이안스팩1호,0.004,0.003,0.01,-0.658,-0.621,-0.598
엠에프엠코리아,0.002,0.0,-0.041,0.115,-0.693,-0.773
신영스팩5호,0.0,-0.004,0.008,-0.522,-0.543,-0.825
케이비제18호스팩,0.0,0.0,0.008,-0.903,-0.865,-0.874
박셀바이오,-0.077,-0.102,-0.351,-0.69,-0.591,-0.401
KODEX 배당가치,0.004,0.0,0.032,-0.82,-0.943,-0.94
SK바이오팜,-0.031,-0.207,-0.289,-0.338,0.142,0.558
메탈라이프,-0.02,-0.138,-0.013,-0.075,-0.635,-0.736
미래에셋대우스팩3호,0.002,-0.002,0.005,-0.314,-0.796,-0.655
상상인이안제2호스팩,0.0,0.004,0.011,-0.591,-0.56,-0.655
위더스제약,-0.026,-0.073,-0.114,0.637,0.416,-0.596
롯데리츠,-0.011,-0.028,-0.06,0.047,0.056,-0.036
네패스아크,-0.021,-0.117,-0.119,0.026,-0.353,-0.751
유진스팩5호,0.001,0.007,0.018,-0.725,-0.596,-0.482
교보9호스팩,0.005,-0.001,0.007,-1.0,-1.0,-1.0
셀레믹스,-0.037,-0.101,-0.194,-0.256,-0.177,-0.734
아이디피,-0.004,-0.026,-0.03,-0.421,-0.633,-0.7
와이팜,0.011,-0.082,-0.16,-0.344,-0.375,-0.548
하나금융14호스팩,0.002,0.004,0.013,1.347,2.058,1.972
신한제6호스팩,-0.001,-0.001,0.001,-0.901,-0.895,-0.98
미래에셋대우스팩4호,0.038,0.0,0.226,-0.473,-0.905,-0.716
이지스밸류리츠,-0.007,-0.027,-0.013,-0.169,-0.541,-0.504
프리시젼바이오,-0.037,-0.157,,-0.123,-0.382,
IBKS제12호스팩,-0.003,-0.003,0.009,-1.0,-1.0,-1.0
비올,-0.007,-0.015,-0.053,-0.219,-0.538,-0.673
유안타제5호스팩,-0.01,-0.007,0.004,1.971,3.636,0.481
두산퓨얼셀,-0.007,-0.096,-0.068,-0.269,-0.297,-0.564
두산퓨얼셀1우,-0.035,-0.163,-0.078,-0.469,-0.393,-0.657
두산퓨얼셀2우B,-0.011,-0.095,-0.087,-0.748,-0.527,-0.77
솔루스첨단소재,-0.029,-0.088,-0.131,-0.313,-0.499,-0.73
솔루스첨단소재1우,-0.006,-0.116,-0.152,-0.268,-0.564,-0.805
솔루스첨단소재2우B,-0.011,-0.094,-0.178,-0.122,-0.516,-0.801
대신밸런스제8호스팩,0.001,0.001,0.007,-0.996,-0.996,-0.998
SK5호스팩,0.006,0.01,0.016,1.726,2.484,0.673
브랜드엑스코퍼레이션,0.02,-0.002,-0.01,-0.12,-0.549,-0.51
NH프라임리츠,0.0,0.0,-0.005,-0.423,-0.544,-0.614
뷰노,,,,,,
교촌에프앤비,-0.005,-0.048,-0.088,-0.366,-0.648,-0.715
아이비김영,-0.005,-0.006,-0.026,-0.375,-0.492,-0.581
하이제5호스팩,0.004,0.001,0.011,-0.728,-0.601,-0.969
SK6호스팩,0.0,0.002,0.008,-0.717,-0.693,-0.679
유안타제6호스팩,0.0,0.0,0.0,,,
한화플러스제1호스팩,0.0,-0.004,0.004,-0.822,-0.695,-0.703
티앤엘,-0.013,-0.083,-0.126,-0.248,-0.469,-0.881
유일에너테크,0.033,,,-0.212,,
하나금융15호스팩,0.002,0.0,0.006,0.407,0.186,-0.702
TIGER KIS부동산인프라채권TR,0.004,0.003,0.008,-0.878,-0.888,-0.87
케이비제20호스팩,-0.001,-0.001,0.008,-0.378,-0.704,-0.904
하나금융16호스팩,0.0,-0.002,0.0,2.17,-0.496,-0.762
신영스팩6호,0.008,0.003,0.011,-1.0,-1.0,-1.0
케이씨씨글라스,-0.02,0.006,0.117,0.031,-0.414,-0.188
HANARO KAP초장기국고채,-0.003,-0.014,-0.033,-0.541,-0.256,-0.353
센코,0.058,0.017,-0.068,-0.157,-0.111,-0.804
케이프이에스제4호,-0.006,-0.007,-0.004,1.265,2.879,0.667
피엔케이피부임상연구센타,-0.004,-0.031,-0.071,-0.471,-0.678,-0.779
핌스,-0.003,-0.03,-0.013,0.459,-0.303,-0.486
알체라,0.048,0.139,,-0.347,0.091,
엠투아이,-0.231,-0.371,-0.338,0.035,-0.354,-0.092
모비릭스,0.009,-0.125,,-0.535,-0.845,
고바이오랩,-0.018,-0.044,-0.13,-0.574,-0.53,-0.866
넥스틴,-0.002,0.133,-0.151,-0.208,-0.464,-0.206
위드텍,-0.017,-0.085,-0.109,0.068,-0.541,-0.861
제이알글로벌리츠,0.0,0.003,0.006,-0.071,-0.303,-0.628
이베스트스팩5호,-0.001,0.0,0.011,-0.899,-0.916,-0.955
이지스레지던스리츠,-0.003,-0.012,-0.027,0.775,-0.064,-0.09
IBKS제14호스팩,-0.007,-0.016,-0.013,-0.896,-0.939,-0.988
IBKS제13호스팩,-0.003,-0.006,-0.003,-1.0,-1.0,-1.0
KODEX TSE일본리츠(H),-0.013,-0.012,0.05,-0.023,-0.807,-0.666
KODEX 다우존스미국리츠(H),-0.021,-0.039,-0.008,0.656,-0.537,-0.392
씨앤투스성진,0.014,-0.028,,0.45,-0.21,
클리노믹스,-0.032,-0.169,,-0.427,-0.435,
빅히트,-0.009,-0.088,0.078,-0.225,-0.583,-0.647
인바이오,0.021,0.018,,-0.324,-0.561,
에이치엠씨제5호스팩,-0.002,-0.001,,-0.977,-0.99,
에이치엠씨제4호스팩,0.0,0.004,0.017,1.772,-0.628,-0.95
엔에이치스팩16호,0.0,0.0,0.024,,,-1.0
대덕전자,0.003,-0.028,0.094,-0.497,-0.799,-0.844
대덕전자1우,0.004,-0.009,0.015,-0.421,-0.748,-0.926
미래에셋대우스팩 5호,-0.009,-0.006,0.005,-0.85,-0.593,-0.331
이지바이오,0.009,0.023,-0.571,-0.217,-0.34,-0.391
엔젠바이오,-0.05,-0.152,,0.043,-0.251,
KBSTAR 미국고정배당우선증권ICE TR,0.001,0.003,0.005,1.303,0.48,0.562
HANARO 글로벌럭셔리S&P(합성),-0.014,-0.004,0.043,-0.128,-0.414,-0.305
KINDEX 코스닥150,0.003,-0.03,-0.055,-0.971,-0.945,-0.976
교보10호스팩,0.0,0.0,0.004,-0.197,-0.866,-0.948
KINDEX KIS종합채권(AA-이상)액티브,0.002,-0.002,-0.006,0.765,0.644,-0.23
티엘비,-0.013,-0.093,,-0.107,-0.489,
코람코에너지리츠,-0.001,0.002,0.001,0.197,0.005,-0.37
미래에셋맵스리츠,-0.002,0.003,-0.003,0.688,0.75,0.468
석경에이티,0.029,-0.09,,0.11,0.049,
솔브레인,-0.028,-0.018,0.049,-0.285,-0.563,-0.566
TIGER CD금리투자KIS(합성),0.0,0.0,0.001,3.407,2.628,2.517
엔에이치스팩17호,-0.003,-0.001,0.012,-0.235,-0.659,-0.879
KODEX 코스피TR,-0.006,-0.019,0.016,3.888,9.196,1.301
KODEX 200롱코스닥150숏선물,-0.008,0.012,0.077,2.495,-0.748,-0.289
KODEX 코스닥150롱코스피200숏선물,0.011,-0.01,-0.077,-0.776,-0.755,-0.945
KINDEX 미국S&P500,-0.016,-0.02,0.011,-0.125,-0.249,-0.346
TIGER 미국S&P500,-0.016,-0.02,0.014,-0.232,-0.16,-0.396
KBSTAR 200TR,-0.005,-0.016,0.023,-0.666,-0.81,-0.921
KBSTAR 코스피ex200,0.003,-0.004,0.029,-0.945,-0.992,-0.987
하나금융17호스팩,0.0,,,-0.017,,
티와이홀딩스,0.003,-0.052,-0.054,-0.103,-0.61,-0.707
티와이홀딩스우,-0.003,-0.067,-0.113,-0.179,-0.443,-0.653
SMART KIS단기통안채,0.0,0.0,0.001,,-1.0,-1.0
KODEX 장기종합채권(AA-이상)액티브KAP,-0.004,-0.009,-0.017,0.13,1.447,-0.466
KODEX 200IT TR,-0.012,-0.036,0.028,-0.654,-0.722,-0.917
KODEX 혁신기술테마액티브,-0.007,-0.022,0.016,-0.797,-0.856,-0.935
TIGER KRX BBIG K-뉴딜,-0.017,-0.08,-0.033,-0.088,-0.626,-0.683
TIGER KRX바이오K-뉴딜,-0.014,-0.095,-0.158,-0.222,-0.512,-0.725
TIGER KRX2차전지K-뉴딜,-0.005,-0.075,0.01,-0.054,-0.353,-0.407
TIGER KRX게임K-뉴딜,-0.014,-0.093,-0.042,0.259,-0.338,-0.282
TIGER KRX인터넷K-뉴딜,-0.016,-0.033,0.025,-0.082,-0.603,-0.665
TIGER AI코리아그로스액티브,-0.002,-0.013,0.028,0.488,-0.78,-0.664
ESR켄달스퀘어리츠,0.006,0.001,,-0.247,-0.524,
엔에이치스팩18호,0.001,-0.003,,-0.471,-0.509,
KINDEX 국고채10년,-0.001,-0.007,-0.014,-0.638,-0.735,-0.746
신한제7호스팩,0.002,,,-0.529,,
DB금융스팩8호,-0.001,0.002,,-0.782,-0.792,
KINDEX 미국나스닥100,-0.028,-0.061,-0.025,-0.181,-0.013,-0.364
유안타제7호스팩,0.003,0.007,,-0.957,-0.97,
HANARO Fn5G산업,-0.011,-0.04,-0.002,0.386,-0.082,-0.48
KBSTAR Fn5G테크,-0.005,-0.06,-0.078,0.088,-0.043,-0.692
KBSTAR Fn수소경제테마,0.003,-0.04,0.01,0.131,-0.367,-0.527
HANARO Fn K-뉴딜디지털플러스,-0.01,-0.051,-0.016,-0.038,-0.688,-0.861
